	Model Answer	news	label
0	É #FAKE que vídeo em que homem esfaqueia cachorro foi gravado no Brasil	"""É #FAKE que vídeo em que homem esfaqueia cachorro foi gravado no Brasil ""Vídeo que circula com frequência no Brasil foi gravado no México e amplamente registrado naquele país. Circula pelas redes sociais um vídeo que mostra o momento em que um homem dá uma facada em um cachorro. Junto com o vídeo circulam legendas em português em que internautas pedem a identificação do agressor e denúncia às autoridades. O vídeo é verdadeiro, mas a informação de que ocorreu no Brasil é #FAKE.O caso com imagens chocantes ocorreu em Piedras Negras, Coahuila, no México, e foi amplamente divulgado pela imprensa mexicana. A autoridade local prometeu providências.Um homem apontado como autor da agressão deu entrevista a uma TV mexicana para dizer que não foi ele, mas seu irmão o autor das agressões.O vídeo causou comoção e até mesmo o ator Raul Julia Levy manifestou-se no Twitter em favor da rápida localização do agressor.Vídeo: Veja como identificar uma mensagem falsa "	1
1	É #FAKE que pesquisa atual mostre popularidade recorde de Lula	"""É #FAKE que pesquisa atual mostre popularidade recorde de Lula""Dados sobre aprovação do ex-presidente são resultado de pesquisa realizada em 2010. Após o Partido dos Trabalhadores (PT) confirmar a chapa que concorrerá a Presidência da República, circula pelas redes a mensagem de que o ex-presidente Luiz Inácio Lula da Silva alcançou atualmente popularidade recorde, chegando a 95%. Ela é #FAKE.Os dados correspondem a uma pesquisa realizada pelo Ibope em 2010, encomendada pela Confederação Nacional da Indústria (CNI). Na época, ao fim do segundo mandato, Lula alcançou o recorde de aprovação e popularidade de 87%. Desde então, não foram realizadas novas pesquisas sobre a popularidade e aprovação da maneira de governar do ex-presidente.O ""Portal Veja Agora"" foi um dos sites que publicaram os dados da pesquisa no último dia 5, copiando um trecho de uma reportagem do G1, publicada em 2010. A data e o título da postagem levam o leitor a entender que a pesquisa é recente.O índice de 95%, propalado na mensagem, não se refere à aprovação nacional do governo de Lula, mas à avaliação pessoal do ex-presidente em apenas uma região do país: o Nordeste. Na mesma pesquisa, Lula obteve aprovação de 90% no Norte e Centro-Oeste, 85% no Sudeste e 80% no Sul.Em dezembro de 2017, na página oficial do ex-presidente, atualmente preso em Curitiba acusado de corrupção passiva e lavagem de dinheiro, ele também citou a mesma pesquisa. Na descrição relembrou que os dados mostravam ele ""batendo recordes de popularidade no final do seu governo, nesse exato dia há sete anos"". "	1
2	Falso: Lei que prevê gratuidade para idosos em estacionamentos não foi aprovada	"""É falso: não há lei que assegure vagas grátis a idosos em estacionamentos   ""Uma mensagem que circula pelo WhatsApp traz uma ""boa notícia"" para motoristas com 60 anos ou mais. De acordo com a  Uma mensagem que circula pelo WhatsApp traz uma ""boa notícia"" para motoristas com 60 anos ou mais. De acordo com a mensagem, foi aprovada em julho deste ano a Lei nº 2.786/08, que dá gratuidade a idosos em estacionamentos comerciais.""Faça valer o seu direito. Leve o ticket ao balcão de pagamento juntamente com sua carteira de identidade e peça o carimbo de isenção"", sugere o texto.FALSO: Lei que prevê gratuidade para idosos em estacionamentos não foi aprovadaA mensagem não passa de um boato visto que a Lei nº 2.786/08 não existe. Na verdade, há um Projeto de Lei (PL) com o mesmo número, criado em 2008 pelo ex-deputado Vinicius Carvalho (PtdoB-RJ), mas que já foi arquivado.O PL 2.786/08 de fato sugere alterar o Estatuto do Idoso (Lei nº 10.741/03) para proibir a cobrança de estacionamento a condutores idosos, devidamente registrados. Carvalho usou a ""diminuição gradual da renda do idoso"" como justificativa para o projeto.""Com o passar dos anos, o idoso depara-se com limitações naturais à idade, a exemplo da redução na capacidade motora, que afeta sua locomoção; com o comprometimento da saúde, que requer mais cuidados; e, infelizmente, com a redução de seu poder de consumo"", argumenta o ex-parlamentar, no PL. ""Essa queda de renda resulta, de um lado, da diminuição do valor real da aposentadoria ou provento e, de outro lado, da elevação das despesas com medicamentos e planos de saúde, entre outras.""""Trata-se de um apoio ao idoso, que poderá sair de casa sem se preocupar com a cobrança, muitas vezes abusiva, pela permanência em vagas de estacionamento de shopping centers, supermercados e bancos, entre outros"", conclui.O PL foi arquivado em janeiro de 2011 com base no Artigo 105 do Regimento Interno da Câmara, que prevê o arquivamento dos projetos ao fim do mandato do parlamentar.Para se manter, o projeto teria de ter sido aprovado em todas as comissões da Casa, mas estava parado na CCJC (Comissão de Constituição e Justiça e de Cidadania).Além disso, a corrente traz um erro de procedimento, é anexado ao número o ano em que ela foi aprovada, não em que o projeto foi criado. Ou seja, deveria ser Lei nº 2.786/18 e não Lei nº 2.786/08.A reportagem também encontrou corrente com o mesmo texto, mas com diferentes datas de aprovação, como 6 de agosto de 2017.Caso está no STFO Rio Grande do Norte já garante gratuidade no estacionamento de estabelecimentos para quem tiver 60 anos ou mais desde 2010. No ano passado, a Abrapark (Associação Brasileira de Estacionamentos) recorreu ao STF (Supremo Tribunal Federal) pela inconstitucionalidade do projeto.O requerimento da Abrapark cita o Artigo 22 da Constituição e argumenta que ""ao obrigar o fornecedor a conceder período de gratuidade a determinado grupo de consumidores pela prestação de um serviço privado, é evidente que o legislador limita o seu direito de propriedade, interferindo diretamente no exercício da sua atividade econômica e em cláusulas contratuais firmadas, exclusivamente, entre o fornecedor e o consumidor usuário do estacionamento"".O órgão usa como precedente o caso da ADI (Ação Direta de Inconstitucionalidade) 4.862, em que o Tribunal julgou inconstitucional a lei do estado do Paraná que tabelava preços de estacionamentos. O caso, autuado na ADI 5.842 em dezembro de 2017, ainda não foi julgado.Não é gratuito, mas é exclusivoEmbora não garantam a gratuidade, o Estatuto da Pessoa com Deficiência obriga, desde 2015, os comerciantes a seguirem as regras de sinalização das vagas exclusivas. Cidades e estados têm regulamentado a fiscalização para multar motoristas que parem nos locais reservados sem a plaquinha de identificação.A cidade de São Paulo começou a fiscalização em setembro do ano passado. Em seis meses, mais de 1.300 motoristas foram multados por desrespeitarem as regras. A infração é considerada gravíssima e leva a uma multa de R$ 293,47 e sete pontos na carteira. "	1
3	Bolsonaro e filho não votaram contra Lei Brasileira de Inclusão	" #Verificamos: Bolsonaro e filho não votaram contra Lei Brasileira de InclusãoPresidente foi contrário a destaque que tratava especificamente de respeito à orientação sexual de pessoas com deficiênciaCircula nas redes sociais a ""informação"" de que, quando era deputado, o presidente Jair Bolsonaro (PSL) votou contra a Lei Brasileira de Inclusão (LBI). Por meio doprojeto de verificação de notícias, usuários do Facebook solicitaram que esse material fosse analisado. Confira a seguir o trabalho de verificação daLupa:""O presidente eleito [Bolsonaro] e seu filho [Eduardo] votaram conta a Lei Brasileira de Inclusão (LBI)""Imagem publicada no Facebooke que, atéas 17h15 do dia 3 de janeiro,já tinha mais de 24,8 mil compartilhamentos FALSONem Bolsonaro nem seu filho Eduardo Bolsonaro, deputado pelo PSL de São Paulo, votaram contra a LBI. Eles votaram contra um destaque da matéria, que incluía no texto da lei o ""respeito à especificidade, à identidade de gênero e à orientação sexual da pessoa com deficiência"", e foram derrotados. Isso significa que esse trecho foi aprovado e hoje consta na lei vigente.Em 5 de março de 2015, a Câmara Federal votou a LBI. Primeiro, foi votado o texto-base da lei - no caso, o substitutivo apresentado pela redatora do projeto na Câmara, Mara Gabrilli (PSDB-SP). Essa votação foi simbólica, ou seja, não houve registro no painel eletrônico. Também não há registro de manifestações contrárias por parte de qualquer deputado.Posteriormente, foi votado um destaque ao projeto, proposto pelo PRB, que tratava especificamente do inciso VI, parágrafo 4 do artigo 18 do projeto - justamente, o trecho que trata do respeito à orientação sexual das pessoas com deficiência. Essa votação foi nominal, com registro no painel eletrônico. Um total de 174 deputados, incluindo os Bolsonaro, foi contrário a esse trecho, e 188 foram favoráveis. Assim, o trecho foi mantido na lei.Logo depois, foi votada a redação final, também em caráter simbólico. Não há registro de manifestações contrárias.A primeira informação citada na imagem, de que a lei que reconhece a profissão de intérprete de Libras é de autoria da deputada Maria do Rosário (PT-RS), é verdadeira e já havia sido verificada pela Lupa em 2 de janeiro de 2019.Esta informação também foi verificada pelo site Boatos.org.*Nota: esta reportagem faz parte do projeto de verificação de notícias no Facebook. Dúvidas sobre o projeto? Entre em contato direto com o Facebook.Editado por: Natália Leal e Cristina Tardáguila"	1
4	Dilma não confundiu John Lennon com Elvis Presley no Instagram; legenda é falsa	"Dilma não confundiu John Lennon com Elvis Presley no Instagram; legenda é falsaDilma não confundiu John Lennon com Elvis Presley no Instagram; legenda é falsaTwitterFacebookE-mailWhatsAppDilma não confundiu John Lennon com Elvis Presley no Instagram; legenda é falsaPor Luiz Fernando Menezes 13 de fevereiro de 2019, 18h02TwitterFacebookEmailWhatsAppA ex-presidente Dilma Rousseff (PT) não confundiu John Lennon com Elvis Presley em uma publicação no Instagram. Posts que circulam nas redes sociais trazem uma montagem que adultera a legenda da petista para uma foto dela ao lado de estátua do músico dos Beatles no pub Cavern Club, em Liverpool. Na postagem original, de 13 de julho de 2018, ela diz ""hoje é dia de rock, bebê!"", não ""me senti pertinha do Elvis"", como consta na peça de desinformação.A montagem apareceu primeiro nas redes sociais dias após a publicação de Dilma no Instagram, no ano passado. Agora, o conteúdo enganoso voltou a ganhar força no Facebook, e posts que o reproduzem já atingiram mais de 3.000 compartilhamentos. Todas essas publicações foram classificadas com o selo FALSO na ferramenta de verificação da rede social (entenda como funciona).FALSODilma Rousseff: Me senti pertinha do Elvis!!!A imagem, publicada originalmente no Instagram oficial da ex-presidente em 13 de julho de 2018, trouxe, na verdade, a legenda ""Hoje é dia de rock, bebê"". As hashtags usadas por Dilma Rousseff (#johnlennon #cavernclub #liverpool) também deixam claro que ela sabia se tratar de uma estátua em homenagem ao beatle no pub Cavern Club, em Liverpool, na Inglaterra. A foto de perfil usada na montagem também não é a mesma da ex-presidente, que tem conta verificada na rede social.A montagem enganosa tem sido reproduzida nas redes sociais desde julho do ano passado, dias após a publicação original de Dilma, que também celebrava o Dia Mundial do Rock (13 de julho).Procurada por Aos Fatos nesta quarta-feira (13), a assessoria de Dilma disse lamentar ""a perseguição com a ex-presidente"".TwitterFacebookEmailWhatsAppLeia tambémCinco fatos sobre migraçãoNão é verdade que Moro afastou promotor do caso Queiroz e delegado que investiga morte de MarielleHomem em foto com Flávio Bolsonaro é assessor do senador, não acusado de matar Marielle]"	1
5	O governo não sacrificou em nada a área social. De 2016 para 2017, houve reajuste para duas das áreas sociais mais tradicionais do governo: o Ministério da Saúde, maior orçamento do setor na Esplanada, e o Ministério da Educação.	"Checamos o balanço do primeiro ano de Temer na PresidênciaChecamos o balanço do primeiro ano de Temer na PresidênciaTwitterFacebookE-mailWhatsAppChecamos o balanço do primeiro ano de Temer na PresidênciaPor Tai Nalon e Bárbara Libório 12 de maio de 2017, 15h05TwitterFacebookEmailWhatsAppO presidente Michel Temer realizou nesta sexta-feira (12) no Palácio do Planalto uma cerimônia de balanço de seu primeiro ano à frente do governo. Diante de ministros e chefes de estatais, o peemedebista fez uma série de afirmações a respeito das ações de sua gestão. Aos Fatos checou algumas delas.FALSOUm fato de grande importância é que cortamos gastos públicos sem sacrificar em nada a área social.Não é verdade que o governo não sacrificou ""em nada"" a área social. De 2016 para 2017, houve reajuste para duas das áreas sociais mais tradicionais do governo: o Ministério da Saúde, maior orçamento do setor na Esplanada, e o Ministério da Educação. No entanto, apenas o segundo teve aumento real em relação ao ano passado.Para 2017, foram previstos no Orçamento R$ 125,3 bilhões para o Ministério da Saúde. Em 2016, esse valor era de R$ 118,4 bilhões. Trata-se de um reajuste de 5,5%. O problema é que a inflação acumulada do último ano foi de 6,29%, conforme o IPCA (Índice de Preços ao Consumidor). O índice previsto na própria Lei Orçamentária era de 7,2%. Ou seja, em ambos os casos, percentuais bem acima do acréscimo dado pelo governo.No caso do Ministério da Educação, as verbas previstas para 2017 chegam a R$ 107,5 bilhões. Em 2016, a previsão era de R$ 99,7 bilhões. O reajuste, nesse caso, foi de 7,2%- semelhante ao índice de inflação previsto na Lei Orçamentária pelo governo. Como a inflação fechou 2016 quase um ponto percentual abaixo da projeção, houve um tímido acréscimo para a pasta.Esse valores, porém, não contemplam o contingenciamento que o Executivo federal promove todo ano. Em março, a equipe econômica anunciou um corte de R$ 42,1 bilhões nas contas do governo.Não ficou claro como isso afetaria saúde e educação.VERDADEIROImaginávamos que só no fim do ano veríamos a inflação abaixo da meta, mas o ministro [da Fazenda, Henrique] Meirelles já disse que estamos em 4,08%.A inflação oficial, medida pelo IPCA, chegou a 4,08% no acumulado de 12 meses no mês de abril. Em março, o valor apurado foi de 4,57%. Essa foi a quarta queda consecutiva no ano. Em janeiro, o índice estava em 5,35%. Em fevereiro, também houve queda: 4,76%. A taxa de 4,08% é a menor desde julho de 2007, quando a inflação batia os 3,74%. O resultado está abaixo do centro da meta definida pelo Banco Central para 2017, de 4,5%.Em abril, o ministro da Fazenda afirmou que a inflação deveria recuar ainda neste ano para abaixo do centro da meta, mas que era cedo para dizer alguma coisa. No último boletim Focus, os analistas do mercado financeiro reduziram a projeção para a inflação neste ano pela nona semana consecutiva. Os especialistas esperam que o IPCA fique em 4,01%.Apesar da comemoração do governo, que afirma que a queda é resultado das reformas, o recuo na inflação também foi causado pela baixa atividade econômica: os altos índices de endividamento da população, o desemprego e a redução do consumo das famílias têm influência no resultado.IMPRECISODepois de muito tempo, demos reajuste de 12,5% ao Bolsa Família.Temer de fato concedeu o reajuste do Bolsa Família em junho de 2016. Ele omite, entretanto, que a ex-presidente Dilma Rousseff anunciou em 1º de maio daquele mesmo ano reajuste de 9% no Bolsa Família. Após assumir interinamente a Presidência, ele nunca efetivamente autorizou o pagamento.Em 6 de maio de 2016, ainda sob o mandato de Dilma, o decreto nº 8.747 foi publicado no Diário Oficial da União. Segundo o texto, os beneficiários do programa passariam a receber os valores de R$ 164 e R$ 82 para famílias em situação de pobreza e extrema pobreza, respectivamente, respeitando tetos e variáveis per capita.Porém, depois de assumir a Presidência interinamente, Temer sustou o decreto. O Diário Oficial da União registrou, em 30 de junho de 2016, o cancelamento do reajuste proposto por Dilma.Um dia antes, porém, o peemedebista anunciara aumento de 12,5% no Bolsa Família. Os valores são de R$ 170 e R$ 85 para famílias em situação de pobreza e de extrema pobreza e estão em vigor desde 1º de julho de 2016.FALSOReformulamos e aumentamos o número de vagas do Fies.Conforme Aos Fatos já havia mostrado no ano passado, o programa de financiamento estudantil para o ensino superior do governo federal está em declínio. Enquanto em 2014 foram colocadas à disposição 732 mil financiamentos, em 2015, o número passou para 287 mil. No ano seguinte, 204 mil. As informações são do FNDE (Fundo Nacional de Desenvolvimento da Educação).Em março, o ministro da Educação, Mendonça Filho (DEM-PE), anunciou ainda o corte de 29% nos investimentos do fundo. O teto global do financiamento passará de R$ 42 mil para R$ 30 mil.IMPRECISOOutro avanço da gestão muito importante foi conquistado com a nova lei de governança das estatais, que estabeleceu princípios rígidos de gestão e transparência.Ao defender a Lei das Estatais, Temer omitiu que o dispositivo foi criado no governo anterior e que ele mesmo feriu a norma nos primeiros meses deste ano.Aprovada no início de 2016, ainda no governo Dilma, e sancionada em junho por Michel Temer, a Lei das Estatais tem o objetivo coibir ingerência política na gestão das estatais. Ela estabelece regras mais rígidas para a nomeações em cargos de direção e em licitações das empresas públicas.Dentre as regras, por exemplo, está a obrigatoriedade de 25% dos membros de conselhos de administração serem independentes, sem vínculo com a estatal ou parentesco com o presidente da República, ministros ou secretários de estados e municípios, e da disponibilização mensal, por meio eletrônico, de informações sobre execução de contratos e orçamento.Em março, Temer nomeou homens ligados ao PPS e ao PSD para a diretoria da Itaipu Binacional.EXAGERADOA epidemia, ou as ameaças de epidemia, foram combatidas com muita eficiência, obtendo queda drástica este ano dos casos de dengue, chikungunya, microcefalia e febre amarela.O país enfrenta um surto sem precedente recente de casos de febre amarela. Segundo dados do Ministério da Saúde, de julho de 2014 a dezembro de 2016 foram registrados 15 casos de febre amarela no país. Porém, entre dezembro do ano passado e janeiro deste ano, já foram confirmados 756 casos - alta de 4.940%. Desde 1980, o pico de casos tinha sido verificado em 1993, com 83 registros da doença.É verdadeiro, entretanto, que a situação epidemiológica melhorou, ao com relação às demais doenças citadas pelo presidente. O país registrou, por exemplo, queda de 95% nos casos de zika em 2017 - até abril de 2016, haviam sido notificados 170 mil casos, ante cerca de 7.900 neste ano. Houve também queda no número de casos de microcefalia: em 2017, foram confirmados até agora 230 novos casos - ao todo, desde novembro de 2015, quando o estado de emergência foi decretado, houve a confirmação de 2.653 casos.No caso da dengue, em 2017, foram registrados 113.381 casos de dengue até abril. No ano passado, na mesma época, o número era de 1.180.472. Já se tratando da chikungunya, foram 43.010 casos nesse período de 2017, ante 135.030 no ano passado. TwitterFacebookEmailWhatsAppLeia tambémCinco fatos sobre migraçãoNão é verdade que Moro afastou promotor do caso Queiroz e delegado que investiga morte de MarielleHomem em foto com Flávio Bolsonaro é assessor do senador, não acusado de matar Marielle]"	1
6	520 mil e 148 pessoas solicitaram desligamento voluntário em todo o país	" #Verificamos: É falso que 500 mil pessoas deixaram o Bolsa Família desde o início do anoEntradas e saídas do programa só são contabilizadas no final de cada mês, diz MDSCircula nas redes sociais imagem que sugere que 500 mil pessoas pediram desligamento do Bolsa Família nos últimos sete dias por ""medo de auditoria"". Por meio do projeto de verificação de notícias, usuários do Facebook solicitaram que esse material fosse analisado. Confira a seguir o trabalho de verificação da Lupa:""Governo de Bolsonaro, em 7 dias de governo, tira meio milhão de pessoas da pobreza. Medo da auditoria causa debandada de beneficiários do Bolsa Família""Imagem publicada no Facebook, com 2,5 mil compartilhamentos até as 17h30 do dia 10 de janeiro de 2019FALSOA imagem é uma montagem. Ela utiliza a reprodução de uma página real do governo federal como base, mas com a inserção da frase ""520 mil e 148 pessoas solicitaram desligamento voluntário em todo o país"". Isso é perceptível ao se comparar o tamanho e o tipo de letra usado na página original, que segue o que aparece na frase ""Beneficiários podem pedir o desligamento voluntário do Bolsa Família ao melhorarem de vida"". A informação é igualmente falsa. Em 26 de dezembro, a Rádio MDS, da assessoria de comunicação do Ministério de Desenvolvimento Social (MDS), publicou uma reportagem de rádio falando sobre o desligamento voluntário de beneficiários do programa. Um dos trechos diz o seguinte: ""Assim como a dona Maria Cecília, desde 2003, outras 520 mil e 148 pessoas solicitaram o desligamento voluntário em todo o país"". Ou seja, o número citado é o total de famílias que deixaram o programa durante toda a sua existência, e não nos últimos sete dias, e nada tem a ver com ""medo de auditoria"".Um detalhe importante é a grafia pouco usual do número 520.148. Por ser um programa de rádio, a transcrição realizada pela assessoria do MDS seguiu a ordem da fala, e grafou o número como ""520 mil e 148 pessoas"", e não ""520.148 pessoas"", forma geralmente utilizada em textos escritos. Esse formato foi copiado na imagem falsa.Por telefone, a assessoria do MDS confirmou que a saída de meio milhão de beneficiários em sete dias é ""absolutamente falsa"". Segundo a assessoria, só é possível saber quantas pessoas entraram e saíram do programa no fechamento da folha de pagamento mensal. Esse processo só ocorrerá no final do mês de janeiro. *Nota: esta reportagem faz parte do projeto de verificação de notícias no Facebook. Dúvidas sobre o projeto? Entre em contato direto com o Facebook.Editado por: Natália Leal"	1
7	É falso que urnas estão programadas para horário de verão	"É falso que urnas estão programadas para horário de verãoÉ falso que urnas estão programadas para horário de verãoTwitterFacebookE-mailWhatsAppÉ falso que urnas estão programadas para horário de verãoPor Bárbara Libório 28 de outubro de 2018, 11h55TwitterFacebookEmailWhatsAppCirculam nas redes sociais imagens que alertam que as urnas estão programadas de acordo com o horário de verão - que, neste ano, foi adiado para novembro, em vez de iniciar em outubro. Por isso, segundo essas correntes, os votos efetuados antes das 9h e depois das 16h não seriam computados. Essas informações são FALSAS. O horário de verão começa apenas no dia 4 de novembro e os relógios não serão alterados antes disso. Segundo o Tribunal Superior Eleitoral, as urnas neste segundo turno estão preparadas para funcionar no mesmo horário que funcionaram no primeiro turno. A informação foi verificada por Aos Fatos, Fato ou Fake e Comprova.No Facebook, a imagem tem sido postada por páginas e perfis pessoais. O conteúdo foi denunciado por usuários do Facebook e classificadas com o selo FALSO na ferramenta de verificação da rede social (entenda como funciona).Confira, abaixo, o que checamos.FALSOUrnas estão estão programadas de acordo com o horário de verão.O boato que começou a ser difundido no início da semana também já foi checado pelo Comprova e pelo Fato ou Fake. A informação é FALSA. O próprio TSE divulgou uma nota de esclarecimento em que afirma que, por solicitação do tribunal, o início do horário de verão foi alterado para depois do segundo turno. ""Portanto, as urnas estarão preparadas para funcionar no mesmo horário que funcionaram no primeiro turno"", diz o comunicado.Isso aconteceu em dezembro do ano passado, quando o presidente da República, Michel Temer, alterou o decreto n° 6.558/2008 para estabelecer que a partir deste ano o horário de verão tenha início depois do segundo turno das eleições. À época, o então presidente do TSE, ministro Gilmar Mendes afirmou: ""Com isso, teremos uniformidade nesse processo e as eleições vão começar às 8h e terminar as 17h de Brasília"".Para o tribunal, o horário de verão durante as eleições atrapalharia a apuração de votos, em razão da maior diferença de fuso horário entre as cidades. Isso porque, devido aos quatro fusos horários no país, a votação não se inicia nem se encerra de modo concomitante em todo o território nacional, e o horário de verão contribuiria para agravar essa situação.Neste sábado e domingo, a equipe do Aos Fatos se uniu a outras cinco agências de checagens de notícias no Brasil para verificar as mensagens de conteúdo suspeito nesta reta final das eleições. A ideia de juntar forças é para ganhar mais agilidade e aumentar o alcance das checagens. A parceria reúne o Fato ou Fake, Projeto Comprova, Lupa, Boatos.org e e-Farsas. Este conteúdo foi checado originalmente por Fato ou Fake e Comprova.TwitterFacebookEmailWhatsAppLeia tambémCinco fatos sobre migraçãoNão é verdade que Moro afastou promotor do caso Queiroz e delegado que investiga morte de MarielleHomem em foto com Flávio Bolsonaro é assessor do senador, não acusado de matar Marielle]"	1
8	Esta frase, na verdade, foi dita em agosto de 2018.	" #Verificamos: Alckmin não disse que professor deve dar aula por gosto, e não pelo salárioImagem que já tem mais de 740 mil compartilhamentos no Facebook atribui a tucano fala de Cid GomesCircula na internet uma imagem que mostra uma foto do candidato do PSDB à Presidência da República, Geraldo Alckmin, acompanhada da seguinte frase: ""Leia com atenção. Quem quer dar aula faz isso por gosto, e não pelo salário. Se quer ganhar melhor, pede demissão e vai para o ensino privado. Geraldo Alckmin"". Por meio do projeto de verificação de notícias, usuários do Facebook solicitaram que a veracidade desse conteúdo fosse analisado. Confira a seguir o trabalho de verificação da Lupa:""Quem quer dar aula faz isso por gosto, e não pelo salário. Se quer ganhar melhor, pede demissão e vai para o ensino privado. Geraldo Alckmin""Texto que acompanha imagem que, até as 18h do dia 31 de agosto de 2018, já tinha mais de 742 mil compartilhamentos no FacebookFALSOEsta frase, na verdade, foi dita em agosto de 2011 pelo então governador do Ceará, Cid Gomes. Segundo registros do Último Segundo, a crítica do político foi uma reação a 24 dias de greve dos professores da rede estadual de ensino. Numa reunião com lideranças do movimento, Cid teria afirmado o seguinte: ""Quem quer dar aula faz isso por gosto, e não pelo salário. Se quer ganhar melhor, pede demissão e vai para o ensino privado"". Ao ser questionado publicamente sobre a colocação, o então governador disse que sua frase foi ""distorcida"" e tentou explicar seu posicionamento. Afirmou que quem desenvolve atividade pública deve colocar o amor pelo que faz na frente do retorno financeiro. ""Quem entra em atividade pública deve entrar por amor, não por dinheiro"", disse.No início de agosto, o site de Geraldo Alckmin chegou a classificar como falsa a associação entre o tucano e a declaração agora analisada pela Lupa.Verificação semelhante foi feita pelo site Boatos.org.*Nota: esta reportagem faz parte do projeto de verificação de notícias no Facebook. Dúvidas sobre o projeto? Entre em contato direto com o Facebook."	1
9	É #FAKE mensagem que diz que placa do Mercosul vai destinar dinheiro a entidade de Cuba	"""É #FAKE mensagem que diz que placa do Mercosul vai destinar dinheiro a entidade de Cuba""Mensagem que circula em redes sociais apresenta placa com logotipo não previsto pelos órgãos oficiais. Uma mensagem que circula pelas redes sociais afirma que 2% de toda a arrecadação de veículos do Mercosul será destinado a uma entidade chamada Reconstrução Nacional de Cuba. A mensagem é #FAKE.A assessoria do Departamento Nacional de Trânsito (Denatran), do Ministério das Cidades, informa que não existe previsão desse tipo de placa (com a inscrição Renac) na resolução 729, que estabelece sistema de placas de identificação de veículos no padrão Mercosul.O Denatran esclarece ainda que a resolução 729/2018 não faz menção e nenhum tipo de arrecadação, como mencionado na mensagem falsa. Os preços praticados em razão da troca de placas pelo padrão Mercosul são de competência dos orgãos estaduais de trânsito, os Detrans.Aliás, o Ministério das Cidades anunciou recentemente a retirada dos brasões das novas placas de padrão Mercosul.O texto que circula com a mensagem falsa tem erros de ortografia. Troca a palavra ""mexe"" por ""meche"" na primeira linha. Afirma que 2% de toda a arrecadação dos veículos do Mercosul serão destinados para uma suposta entidade internacional do Mercosul, chamada Renac (Reconstrucion Nacional de Cuba).""QUANTO MAIS MECHE MAIS FEDEVocê sabia que 2% de toda arrecadação do veiculo do Mercosul será destinado para a Entidade Internacional do Mercosul a RENAC, você sabe o que é a RENAC ? Não sabe e sabe por que não sabe ? Por que tudo que os Comunistas fazem faz nas sombras e você VOTA e os apoia sem COBRAR ou QUESTIONAR. RENAC é Reconstrucción Nacional de Cuba""Veja a placa #FAKE que circula em redes sociais:VEJA outras checagens feitas pela equipe do FATO ou FAKE "	1
