	Model Answer	news	label
0	Luiz Inácio Lula da Silva alcançou atualmente popularidade recorde, chegando a 95%.	"""É #FAKE que pesquisa atual mostre popularidade recorde de Lula""Dados sobre aprovação do ex-presidente são resultado de pesquisa realizada em 2010. Após o Partido dos Trabalhadores (PT) confirmar a chapa que concorrerá a Presidência da República, circula pelas redes a mensagem de que o ex-presidente Luiz Inácio Lula da Silva alcançou atualmente popularidade recorde, chegando a 95%. Ela é #FAKE.Os dados correspondem a uma pesquisa realizada pelo Ibope em 2010, encomendada pela Confederação Nacional da Indústria (CNI). Na época, ao fim do segundo mandato, Lula alcançou o recorde de aprovação e popularidade de 87%. Desde então, não foram realizadas novas pesquisas sobre a popularidade e aprovação da maneira de governar do ex-presidente.O ""Portal Veja Agora"" foi um dos sites que publicaram os dados da pesquisa no último dia 5, copiando um trecho de uma reportagem do G1, publicada em 2010. A data e o título da postagem levam o leitor a entender que a pesquisa é recente.O índice de 95%, propalado na mensagem, não se refere à aprovação nacional do governo de Lula, mas à avaliação pessoal do ex-presidente em apenas uma região do país: o Nordeste. Na mesma pesquisa, Lula obteve aprovação de 90% no Norte e Centro-Oeste, 85% no Sudeste e 80% no Sul.Em dezembro de 2017, na página oficial do ex-presidente, atualmente preso em Curitiba acusado de corrupção passiva e lavagem de dinheiro, ele também citou a mesma pesquisa. Na descrição relembrou que os dados mostravam ele ""batendo recordes de popularidade no final do seu governo, nesse exato dia há sete anos"". "	1
1	Proposta na Câmara abre caminho para a anulação das eleições presidenciais de 2018, uma vez que a disputa poderia ocorrer apenas em 2020, quando haverá eleição para as prefeiturais.	"Notícia falsa: Proposta na Câmara não prevê aumento do mandato de TemerNotícia falsa: Proposta na Câmara não prevê aumento do mandato de TemerTwitterFacebookE-mailWhatsAppNotícia falsa: Proposta na Câmara não prevê aumento do mandato de TemerPor Tai Nalon 4 de maio de 2017, 20h10TwitterFacebookEmailWhatsAppO site Brasil 247 publicou nesta quinta-feira (4) uma matéria em que afirma que a instalação de uma comissão especial na Câmara dos Deputados abre precedente para o adiamento das eleições de 2018. O texto, que foi reproduzido por veículos como Revista Fórum e Mídia Ninja, afirma que a análise de uma proposta de emenda constitucional apresentada pelo deputado Marcelo Castro (PMDB-PI) em 2003 abre caminho para ""a anulação das eleições presidenciais de 2018, uma vez que a disputa poderia ocorrer apenas em 2020, quando haverá eleição para as prefeituras"".A afirmação, entretanto, é refutada pelo texto do projeto e pelo autor. A própria oposição ao governo Michel Temer afirma que se trata de um expediente burocrático, sem efeito imediato sobre as eleições do ano que vem. Aos Fatos classifica a informação como FALSA.Veja abaixo o motivo.FALSOProposta apresentada na Câmara abre caminho para a anulação das eleições presidenciais de 2018, uma vez que a disputa poderia ocorrer apenas em 2020, quando haverá eleição para as prefeituras. - Brasil 247A PEC (Proposta de Emenda à Constituição) desengavetada a pedido da Comissão Especial da Reforma Política tem a intenção de ""pôr fim à reeleição majoritária, determinar a simultaneidade das eleições e a duração de cinco anos dos mandatos para os cargos eletivos, nos níveis federal, estadual e municipal, nos Poderes Executivo e Legislativo"", conforme seu texto original.O documento deixa claro: ""A fim de evitar incorrer em vício de constitucionalidade, não estamos propondo a prorrogação dos cinco mandatos"". O objetivo do projeto era criar regras de transição que, em dez anos a partir de 2003, fosse possível que todas as eleições ocorressem simultaneamente. Ou seja, não há absolutamente nada que fale em extensão de mandato - muito menos o de Temer até 2020.Relator da comissão em questão, o deputado Vicente Cândido (PT-SP) publicou em sua página oficial no Facebook uma nota de esclarecimento que, de imediato, desmonta uma ação premeditada contra a realização de eleições no ano que vem - e, conforme consta da reportagem original do Brasil 247, eventual reeleição do ex-presidente Lula.Segundo o deputado, ""a instalação desta Comissão de PEC ocorre de maneira simbólica"". Diz ele: ""apresentaremos um substitutivo que institui, entre outras medidas, a descoincidência das eleições a partir de 2022 (em anos separados para executivo e legislativo), fim dos cargos de vice, mandato de dez anos para representantes das Cortes e adoção do sistema distrital misto nas eleições a partir de 2026"". Ou seja, o próprio PT, partido do presidenciável Lula, em acordo com o governo Temer, solicitou a instalação dessa comissão e a análise - simbólica - da PEC.Além disso, a ideia de alterar tempo de mandato é discutida na Câmara desde 2015, sem avanços no Senado. O fim da reeleição e a ampliação dos mandatos do Executivo e de parte do Legislativo para cinco anos não fazem parte do debate, uma vez que já foram aprovados pelo plenário da Câmara em 2015 sem que afetasse os atuais mandatos.Ao Buzzfeed Brasil, o deputado autor da proposta afirmou ainda que ""ninguém teria coragem sequer de cogitar a ampliação em dois anos"".Quer saber como detectar notícias falsas? Conheça o nosso manual. Entraves constitucionais. Ainda que tentasse mudar a legislação de modo a comprometer o processo eleitoral do ano que vem, a coalizão de Temer passaria por cima da Constituição: teria de desrespeitar o artigo 16, cuja redação estabelece que ""a lei que alterar o processo eleitoral entrará em vigor na data de sua publicação, não se aplicando à eleição que ocorra até um ano da data de sua vigência"".Isso significa que, caso conspirasse contra as eleições, o governo teria de aprovar um relatório em comissão especial na Câmara, depois passar para análise em plenário em dois turnos, depois encaminhar ao Senado para a Comissão de Constituição e Justiça da Casa, que precisaria aprovar o texto e, então, ir a votação no plenário em mais dois turnos - tudo isso antes de outubro deste ano e sem alterações. É assim que tramita uma PEC no Legislativo.No entanto, até a viabilidade essa possibilidade é remota, já que mesmo notas técnicas do TSE (Tribunal Superior Eleitoral) admitem que o chamado ""princípio da anterioridade eleitoral"" é um conceito impreciso. Ministros e ex-ministros da Corte já afirmaram, em decisões anteriores, que o devido processo eleitoral não se inicia apenas no dia da votação, mas, por exemplo, no dia de registro da candidatura. Isso costuma acontecer em agosto de cada ano eleitoral, e não em outubro.Outra dificuldade é a transgressão do artigo 60 da Constituição, segundo o qual ela não poderá ser emendada por proposta ""tendente a abolir os direitos e garantias individuais"" - o voto direto e secreto para mandatos de quatro anos dentre eles.Selo. O próprio projeto deixa claro que não quer estender qualquer mandato, além de seu autor, Marcelo Castro, e do deputado Vicente Cândido, que relata a Comissão Especial da Reforma Política. A informação é FALSA.Se você também acredita que informação livre e independente tem valor, financie nossas checagens!TwitterFacebookEmailWhatsAppLeia tambémCinco fatos sobre migraçãoNão é verdade que Moro afastou promotor do caso Queiroz e delegado que investiga morte de MarielleHomem em foto com Flávio Bolsonaro é assessor do senador, não acusado de matar Marielle]"	1
2	Polícia Federal descobre que Bolsonaro tem R$ 200 milhões em conta na Suíça	" #Verificamos: É falsa notícia de que PF descobriu conta secreta de Bolsonaro na SuíçaSite no qual o conteúdo foi publicado é imitação do portal UOL, mas hospedado em outro endereçoCircula nas redes sociais uma notícia, supostamente publicada pelo portal UOL, de que a Polícia Federal encontrou US$ 200,7 milhões em uma conta do presidente Jair Bolsonaro na Suíça. Por meio do projeto de verificação de notícias, usuários do Facebook solicitaram que esse material fosse analisado. Confira a seguir o trabalho de verificação da Lupa:""Polícia Federal descobre que Bolsonaro tem R$ 200 milhões em conta na Suíça""Imagem publicada no Facebook, com mais de 400 compartilhamentos até as 15h do dia 10 de janeiro de 2018FALSOA informação é falsa. A Lupa contatou a assessoria de imprensa da Polícia Federal, que negou a existência de qualquer operação envolvendo contas do presidente Bolsonaro na Suíça, e que as informações apresentadas estão erradas.Vale destacar que o conteúdo foi publicado em uma versão falsificada do portal UOL. O responsável pela publicação copiou o projeto gráfico do site e até mesmo a assinatura de um repórter. Entretanto, é importante notar que o endereço do site é diferente: ""uolnoticias.000webhostapp.com"". Os conteúdos originais do portal de notícias estão sob o domínio ""uol.com.br"". O link foi tirado do ar por volta das 14h50 do dia 10 de janeiro.Em nota, o UOL confirmou que foi vítima de uma falsificação. ""O UOL não é responsável pelo site https://uolnoticias.000webhostapp.com/ e não produziu a matéria Polícia Federal descobre conta de 200 milhões de Bolsonaro na Suíça. Esse site usa de má fé mimetizando o layout do UOL para divulgar notícias falsas"", diz a nota.*Nota: esta reportagem faz parte do projeto de verificação de notícias no Facebook. Dúvidas sobre o projeto? Entre em contato direto com o Facebook.Editado por: Natália Leal"	1
3	WhatsApp Gold e vídeo que pode destruir o celular.	"""É #FAKE mensagem que fala sobre WhatsApp Gold e vídeo que pode destruir o celular""Texto tem se espalhado no aplicativo de mensagens. Empresa diz que ele é totalmente falso. Tem circulado em grupos de Whatsapp uma mensagem que fala sobre a atualização de um aplicativo chamado ""Whatsapp Gold"" e sobre o envio de um vídeo que pode destruir o aparelho celular. A mensagem diz que ""trata-se de um vírus e é sério"". Mas ela é #FAKE.Nas lojas de aplicativos tanto para celulares Apple quanto para aparelhos com sistema Android, não existe nenhum aplicativo chamado ""WhatsApp Gold"".Apenas rodar um vídeo também não fará o usuário contrair um vírus no aparelho. Mas é sempre preciso atenção para não clicar em algum link malicioso.A assessoria de imprensa do Whatsapp no Brasil diz que ""trata-se de uma mensagem falsa"".A empresa lembra que nunca envia mensagens diretas aos usuários e reitera que o aplicativo é gratuito e que não é preciso fazer nada para usá-lo de graça.O WhatsApp orienta ainda a sempre desconfiar de mensagens que apresentem erros gramaticais ou de grafia. A mensagem que tem viralizado tem erros de pontuação e, em certo ponto, exibe o termo ""WhatsApp"" escrito de forma errônea: ""WattSapp"".Por fim, o Whastapp no Brasil pede que os usuários avaliem criticamente mensagens que peçam que algum conteúdo seja compartilhado com a lista de contatos.Não é a primeira vez que o termo ""WhatsApp Gold"" ganha relevância na rede. Em 2016, o G1 publicou uma resposta a uma usuária que havia recebido uma mensagem que falava da atualização do aplicativo.Na época, o falso texto também alertava para um vírus. Não havia, de fato, um vírus, mas a mensagem continha um código que realizava um ataque por engenharia social redirecionando o usuário para páginas de assinaturas de serviços pagos. "	1
4	"""Do total das despesas obrigatórias, nada é destinado à Educação."""	"Erros e acertos de Rodrigo Maia em entrevista à GloboNewsErros e acertos de Rodrigo Maia em entrevista à GloboNewsTwitterFacebookE-mailWhatsAppErros e acertos de Rodrigo Maia em entrevista à GloboNewsPor Bruno Fávero 26 de abril de 2019, 14h00TwitterFacebookEmailWhatsAppO presidente da Câmara dos Deputados, Rodrigo Maia (DEM-RJ), errou ao mencionar, em entrevista ao Central GloboNews, que as despesas obrigatórias do Orçamento não são destinadas à Educação. No programa exibido na última quarta-feira (24), um dia após a aprovação da reforma da Previdência na CCJC (Comissão de Constituição, Justiça e Cidadania), o parlamentar acertou, porém, ao comentar a baixa aprovação popular à medida e as discrepâncias salariais entre servidores e trabalhadores da iniciativa privada.O que checamos:1. Maia está correto ao dizer que, a cada cem reais do Orçamento, 90 são empregados em despesas obrigatórias. Dos R$ 1,44 trilhão previstos para 2019, R$ 1,3 trilhão (90,4%) são gastos que o governo não pode mexer;2. Ele, porém, erra ao afirmar que, do total das despesas obrigatórias, nada é destinado à Educação. Na verdade, esse tipo de gasto representa a maior parte do investimento na área em 2019: R$ 71 bilhões;3. As duas últimas pesquisas de opinião, Datafolha e XP/Ipespe, constataram que há baixa aprovação popular à reforma da Previdência, confirmando o que disse o presidente da Câmara;4. O deputado também acerta ao afirmar que o salário dos servidores federais é, em média, 67% maior do que de funcionários do setor privado, como consta em estudo do Banco Mundial divulgado em 2017;5. Ele ainda cita corretamente o dado de R$ 306 bilhões em benefícios fiscais que estão previstos no Orçamento deste ano.VERDADEIRO1. De cada 100 reais [do orçamento público], 90 reais são despesa obrigatória...O presidente da Câmara acerta ao dizer que cerca 90% do orçamento público é composto por despesas obrigatórias. De acordo a Lei Orçamentária Anual, dos R$ 1,44 trilhão previstos para serem gastos em 2019, apenas 9,6% (R$ 137,7 bilhões) são discricionários, ou seja, podem ser aplicados como o Executivo decidir. Os outros 90,4% (R$ 1,3 trilhão) são despesas obrigatórias, como Previdência (R$ 637,8 bilhões) e salários e encargos sociais (R$ 325 bilhões), que o governo não pode mudar.FALSO2. ...[despesas obrigatórias], que não vão para a educação.É incorreto afirmar que as despesas obrigatórias não vão para a Educação, já que a maior parte dos gastos na área - como salários de professores, por exemplo - são obrigatórios.Segundo o portal Siga Brasil, R$ 71 bilhões dos gastos autorizados para a Educação em 2019 vêm de despesas obrigatórias e R$ 26 bilhões de discricionárias.Outro lado. Procurado por Aos Fatos para comentar a verificação, o deputado Rodrigo Maia não havia respondido até a publicação desta checagem.VERDADEIRO3. Infelizmente, nós temos a sociedade hoje majoritariamente contra a reforma [da Previdência]A última pesquisa do Datafolha sobre o assunto indica que 51% da população é contrária à reforma da Previdência apresentada pelo governo Bolsonaro. Os favoráveis à medida são 41%, 2% se disseram indiferentes e 7% não souberam opinar. Apesar disso, o instituto registrou uma tendência de queda na oposição à reforma - em 2017, o número chegava a 71%.Já uma pesquisa XP/Ipespe realizada em fevereiro mostrou que a maior parte da população (67%) acreditava ser necessário reformar o sistema previdenciário, mas 57% discordavam das idades mínimas propostas pelo governo (62 anos para mulheres e 65 para homens).VERDADEIRO4. O salário do servidor público federal é 67% maior do que seu equivalente no setor privadoO número citado por Maia aparece em um estudo do Banco Mundial encomendado ainda no governo Dilma Rousseff (PT), pelo então ministro Joaquim Levy, e publicado em 2017. Segundo a organização, servidores da União têm, em média, um salário 67% maior do que trabalhadores do setor privado, ""mesmo após levar em consideração o nível de educação e outras características dos trabalhadores como idade e experiência"".O cenário é diferente em outros níveis do setor público - servidores estaduais ganham 31% mais do que funcionários do setor privado e municipais recebem 1% menos. Levando em conta toda a máquina estatal, servidores públicos têm um salário médio 17% maior o da iniciativa privada.VERDADEIRO5. É fundamental que a gente tenha coragem também de enfrentar os incentivos que são bilionários, mais de 300 bilhões, que parte do setor privado recebeO governo federal estima, na Lei Orçamentária Anual, que abrirá mão de R$ 306 bilhões em decorrência de benefícios tributários que serão concedidos em 2019.O programa mais custoso é o Simples Nacional, regime de impostos para pequenas e médias empresas, que deve custar R$ 87,2 bilhões (28,5%). Em seguida vêm, rendimentos isentos e não tributáveis de pessoas físicas (R$ 32,1 bilhões ou 10,49%), Agricultura e Agroindústria (R$ 30,2 bilhões ou 9,87%), a Zona Franca de Manaus e áreas de livre comércio (R$ 27,7 bilhões ou 8,7%) e isenções para entidades sem fins lucrativos (R$ 24,2 bilhões ou 7,92%).Segundo estudo do Inesc (Instituto de Estudos Socioeconômicos), entre 2011 e 2018, os gastos com benefícios tributários no Brasil aumentaram 27%, de R$ 222,9 bilhões para R$ 283,4 bilhões.Referências:1. UOL2. GloboNews3. Ministério da Economia4. Siga Brasil5. Datafolha6. Folha de S. Paulo7. InfoMoney8. Banco Mundial9. Valor Econômico10. Câmara dos Deputados11. InsecTwitterFacebookEmailWhatsAppLeia tambémÉ falso que inverno de 2019 será o mais frio dos últimos cem anos no BrasilDesenhamos fatos sobre o orçamento das universidades federaisComo os filhos de Bolsonaro usam polêmicas para impulsionar engajamento no Twitter]"	1
5	Lula cumpre a juíza que condenou Danilo Gentili.	" #Verificamos: É falsa foto de encontro de Lula com juíza que condenou Danilo GentiliMulheres que aparecem na foto são a ministra do STF Carmen Lúcia e a ex-ministra Ellen GracieCircula nas redes sociais uma foto na qual o ex-presidente Luiz Inácio Lula da Silva cumprimenta uma mulher de toga. A legenda afirma que se trata da ""juíza que condenou Danilo Gentili"". Por meio do projeto de verificação de notícias, usuários do Facebook solicitaram que esse material fosse analisado. Confira a seguir o trabalho de verificação da Lupa:""Essa é a juíza que condenou o Danilo Gentili. Está explicado, não é?""Legenda de imagem publicada nas redes sociais, com mais de 150 compartilhamentos até as 13h do dia 2 de maioFALSOA mulher cumprimentada por Lula na foto analisada pela Lupa é a ministra do Supremo Tribunal Federal (STF) Carmen Lúcia. A imagem foi registrada no dia 21 de junho de 2006, quando ela tomou posse como ministra da Corte. A juíza que condenou Danilo Gentili se chama Maria Isabel do Prado _ e não é, portanto, a ministra Carmen Lúcia. Maria Isabel é titular da 5ª Vara Federal Criminal de São Paulo, e não do STF.A outra mulher que aparece na foto é Ellen Gracie,à época ministra do STF. Indicada por Fernando Henrique Cardoso, Gracie esteve na corte entre 2000 e 2011.Nota: esta reportagem faz parte do projeto de verificação de notícias no Facebook. Dúvidas sobre o projeto? Entre em contato direto com o Facebook.Editado por: Natália Leal"	1
6	Governo Bolsonaro em 7 dias de governo tira meio milhão de pessoas da pobreza: medo da auditoria causa debandada de beneficiários do Bolsa Família	"Não é verdade que 520 mil usuários saíram do Bolsa Família por medo de auditoria de BolsonaroNão é verdade que 520 mil usuários saíram do Bolsa Família por medo de auditoria de BolsonaroTwitterFacebookE-mail<a href=""#"" data-text=*Não é verdade que 520 mil usuários saíram do Bolsa Família por medo de auditoria de Bolsonaro*https://aosfatos.org/noticias/nao-e-verdade-que-520-mil-usuarios-sairam-do-bolsa-familia-por-medo-de-auditoria-de-bolsonaro/Uma montagem que está circulando nas redes sociais engana ao sustentar que 520 mil usuários desligaram-se do Bolsa Família após o presidente Jair Bolsonaro (PSL) prometer uma auditoria no programa de transferência de renda. Esse número, na verdade, corresponde ao número de famílias que deixaram voluntariamente de receber o benefício desde 2003. As publicações analisadas fazem parecer que a informação falsa consta no site da Secretaria Especial de Desenvolvimento Social, que recebeu as atribuições do extinto Ministério de Desenvolvimento Social.Como os dados de desligamento do Bolsa Família só são divulgados no fim de cada mês, não é possível saber ainda quantos beneficiários saíram do programa desde que o novo governo assumiu, na semana passada.A publicação foi marcada com o selo FALSO na ferramenta de verificação do Facebook (entenda como funciona). O conteúdo foi postado inicialmente pela página Curitiba Contra a Corrupção, onde já tem mais de 2.500 compartilhamentos, mas também se espalhou pelo WhatsApp, e leitores do Aos Fatos a enviaram como sugestão de checagem. Para participar, mande mensagem para (21) 99956-5882.FALSO_""Governo Bolsonaro em 7 dias de governo tira meio milhão de pessoas da pobreza: medo da auditoria causa debandada de beneficiários do Bolsa Família""_As características da imagem publicada com o post já permitem verificar que se trata de uma montagem. Por exemplo, o título ""520 mil e 148 pessoas solicitaram o desligamento voluntário em todo país"" não tem a mesma fonte que os outros enunciados da página. Ao acessar a página do Ministério da Cidadania, é possível constatar que a informação foi simplesmente colada por cima de um print da tela. Veja abaixo:Na realidade, uma propaganda do então Ministério do Desenvolvimento Social (extinto no último dia 1º) de dia 26 de dezembro do ano passado anuncia que, desde 2"	1
7	Trump avisa: posso intervir militarmente no Brasil para acabar com a corrupção	"Trump não vai fazer intervenção no Brasil para acabar com a corrupçãoTrump não vai fazer intervenção no Brasil para acabar com a corrupçãoTwitterFacebookE-mailWhatsAppTrump não vai fazer intervenção no Brasil para acabar com a corrupçãoPor Bernardo Moura 29 de junho de 2018, 19h27TwitterFacebookEmailWhatsAppÉ notícia falsa a postagem ""Trump avisa: posso intervir militarmente no Brasil para acabar com a corrupção"" publicada por sites como Política Atual e blogs apócrifos na última quarta-feira (27). O conteúdo foi denunciado por usuários do Facebook como potencialmente enganoso (entenda como funciona).O post recicla um boato que circula nas redes sociais desde 2015 e acrescenta novas informações falsas para fazer parecer que o governo norte-americano está tentando aprovar uma intervenção militar no Brasil por meio do Conselho de Segurança da ONU.Em nenhum momento, porém, o texto apresenta a declaração de Trump que alardeia no título. O mesmo conteúdo foi identificado em postagens dos sites Portal Veja Agora, datado de 30 de dezembro de 2017, e Top Notícias do Momento (sem data). Veja abaixo, em detalhes, o que checamos.FALSO""Trump avisa: posso intervir militarmente no Brasil para acabar com a corrupção""A postagem do Política Atual começa resgatando trechos de uma notícia falsa que circula nas redes sociais pelo menos desde 2015: o discurso em que o senador norte-americano republicano Harry MacGaren teria anunciado ajuda da OTAN (Organização do Tratado do Atlântico Norte) para ""tirar esse governo de bandidos do poder"" no Brasil. Só que tal discurso nunca foi proferido, pois o senador mencionado não existe. Uma busca pelos parlamentares ativos e pelos que já passaram pelo Senado dos EUA mostra que não há por lá qualquer Harry MacGaren.A história do discurso do senador teria começado com uma postagem da página do Facebook Que absurdo, estou revoltado (23.209 seguidores) de 22 de fevereiro de 2015. Ela traz uma carta de Harry MacGaren, em inglês e em português - ambos com erros ortográficos -, em que ele pede ao Partido Republicano uma intervenção no Brasil, pois ""Dilmãe está a ponto de se tornar um novo Sadan. Não queremos um novo Iraque, certo? Então vamos fazer a coisa certa e salvar o Brasil!"".Meses depois, em agosto de 2015, o site E-Farsas desmascarou esse boato, que havia ganhado tração ao ser publicado novamente na página Que absurdo, estou revoltado em razão dos protestos pela saída de Dilma Rousseff (PT) da Presidência da República. No ano passado, como também noticiou o E-Farsas, a mesma informação voltou a circular afirmando que a intervenção militar contra a corrupção no Brasil seria feita pelos EUA e pela ONU (Organização das Nações Unidas). Aos Fatos identificou que, na ocasião, essa notícia falsa também foi disseminada pelos sites Portal Veja Agora e Top Notícias do Momento em postagens que chegaram ao Facebook nos dias 30 e 31 de dezembro de 2017.A versão atual do boato, publicada esta semana pelo Política Atual, vai além e sugere que as declarações do falso senador foram dadas um dia ""d d du lt funnár do gvrn Trum trm criticadontnt vt da Rússia na ONU a uma ação mltr trngr n país Brlr (sic)"". E completa: ""na quarta-feira, a secretária d Estado, frmu bu a tur d Tmr d rvr um gurr vl n Brl"".Nenhuma dessas informações é verdadeira. A última indisposição dos EUA com vetos da Rússia no Conselho de Segurança da ONU se deu por conta da guerra da Síria. E os Estados Unidos hoje têm um secretário, e não secretária, de Estado: Michael R. Pompeo, no cargo desde 26 de abril último. Tal declaração dele nesse sentido jamais existiu.Adiante, mais informações falsas na postagem do Política Atual. ""A mbxdr d EUA n Nçõ Und, Susan R, f mais lr e advertiu que um intervenção mltr seria a única opção"", diz a postagem, mas a representante americana hoje na ONU é Nikki Halley. Susan Rice ocupou o cargo entre 2009 e 2013, nos governos de Barack Obama, que é democrata, ou seja, do partido rival ao de Donald Trump.A postagem termina relatando uma entrevista - que não existiu - do secretário de Defesa norte-americano, cujo nome não é citado, dizendo que "" EUA mntêm odas as çõ sobre a m r dtr contra o rgm d (sic) munt n plnt, n ntnt, rjtu a bldd de um ntrvnçã mltr nã legitimada l Conselho d Sgurnç da ONU"".Em nenhum momento do texto há qualquer declaração de Donald Trump com as informações que constam no título da postagem do Política Atual. Sem autoria declarada, Aos Fatos não conseguiu entrar em contato com os responsáveis pelo site.*Esta checagem foi atualizada às 17h51 de 2 de julho de 2018 para acrescentar informação de que a notícia falsa também foi identificada em posts nos sites Portal Veja Agora e Top Notícias do Momento.TwitterFacebookEmailWhatsAppLeia tambémCinco fatos sobre migraçãoNão é verdade que Moro afastou promotor do caso Queiroz e delegado que investiga morte de MarielleHomem em foto com Flávio Bolsonaro é assessor do senador, não acusado de matar Marielle]"	1
8	Mulher que defende traficantes em vídeo é filha da deputada Maria do Rosário.	"Mulher que defende traficantes em vídeo não é filha de Maria do RosárioMulher que defende traficantes em vídeo não é filha de Maria do RosárioTwitterFacebookE-mailWhatsAppMulher que defende traficantes em vídeo não é filha de Maria do RosárioPor Luiz Fernando Menezes 25 de fevereiro de 2019, 16h00TwitterFacebookEmailWhatsAppUm vídeo de 2016 da personagem Fernanda Minazzi, ou Fê Minazzi, interpretada por Rafaella Gappo, tem sido compartilhado nas redes sociais como se ela fosse filha da deputada federal Maria do Rosário (PT-RS). Nas imagens, a atriz encena uma caricatura de militantes feministas e diz que traficantes seriam ""ícones"" da educação superior brasileira.A associação enganosa tem se espalhado nas redes sociais, e, somente no Facebook, um dos posts denunciados por usuários já reunia cerca de 46 mil compartilhamentos até a tarde desta segunda-feira (25). Publicações com este conteúdo foram marcadas com o selo FALSO na ferramenta de verificação da rede social (entenda como funciona).FALSOAdivinha quem é a mãe dessa pobre moça drogada e perdida??? Pasmem, mas essa moça é filha da deputada Maria do Rosário, a defensora de bandidos que, segundo ela, são pobres vítimas da sociedade. Pois foram essas ""pobres vítimas da sociedade"" que transformaram a filha dela nesse zumbi, vendendo para a guria muitas drogas e bebidas.No vídeo que tem sido falsamente atribuído à filha de Maria do Rosário, Maria Laura Pacheco, a personagem Fê Minazzi repercute enquete do programa Encontro com Fátima Bernardes, da TV Globo, em novembro de 2016, que perguntou aos convidados da atração se eles salvariam primeiro um traficante gravemente ferido ou um policial levemente ferido. Na época, a primeira opção saiu vencedora, o que rendeu protestos de policiais e de personalidades da direita, como o presidente Jair Bolsonaro (PSL), que ainda era deputado federal.Fê Minazzi, no entanto, nada tem a ver com a filha de Maria do Rosário. A sátira é encenada pela atriz Rafaella Gappo. Em sua página no Facebook, a personagem se apresenta como fictícia e ""homofóbica-fóbica, feminicida-cida e racista-cista"". Na biografia, o tom de sátira também fica evidente em trechos como ""líder do coletivx Piriguetes Revolucionárias e da Juventude Afro-erótica"".Além disso, a própria personagem fez um post no Facebook, em janeiro, em que negou ser filha de Maria do Rosário:Procurada por Aos Fatos, a assessoria da deputada Maria do Rosário enviou uma mensagem com o link de um tweet da parlamentar de 21 de fevereiro em que ela nega qualquer relação de parentesco com a personagem. Na publicação, a deputada demonstra não saber se tratar de uma personagem satírica.O conteúdo também já foi verificado como falso pelos sites Boatos.org e AFP Check.TwitterFacebookEmailWhatsAppLeia tambémCinco fatos sobre migraçãoNão é verdade que Moro afastou promotor do caso Queiroz e delegado que investiga morte de MarielleHomem em foto com Flávio Bolsonaro é assessor do senador, não acusado de matar Marielle]"	1
9	Rodrigo Maia ocupa ilegalmente a presidência da Câmara.	"""É #FAKE que Rodrigo Maia ocupa ilegalmente a presidência da Câmara""Embora tenha nascido no Chile, deputado foi registrado no Consulado do Brasil e tem nacionalidade brasileira. Circula pelas redes sociais um cartaz que diz que Rodrigo Maia não pode ser presidente da Câmara dos Deputados porque nasceu no Chile e não é brasileiro nato. A mensagem é #FAKE.Não é a primeira vez que a mensagem viraliza nas redes. Em 2017, interlocutores do Planalto espalharam a informação falsa em razão da possibilidade de ele assumir interinamente a Presidência.A Constituição afirma no artigo 12º, dedicado à nacionalidade, que somente brasileiros natos podem ocupar os cargos de presidente da República, da Câmara e do Senado, além de ministros do Supremo Tribunal Federal (STF), ministros de estado da Defesa, oficiais das Forças Armadas e postos da carreira diplomática.No entanto, embora Rodrigo Maia tenha nascido em Santiago, no Chile, quando o pai, César Maia, estava exilado no país, o parlamentar foi registrado no Consulado do Brasil na capital chilena e tem, portanto, nacionalidade brasileira.Segundo o artigo 12º da Constituição, também são considerados brasileiros natos ""os nascidos no estrangeiro de pai brasileiro ou de mãe brasileira, desde que sejam registrados em repartição brasileira competente ou venham a residir na República Federativa do Brasil e optem, em qualquer tempo, depois de atingida a maioridade, pela nacionalidade brasileira"".Vídeo: Veja como identificar uma mensagem falsa "	1
